"","x1","x2","x3","f1","f2","order","f1.norm","f2.norm","theta","dist"
"1",0,0,0,0,21.125,0,0,21.125,100,20.125
"2",0.5,0,0,0.5,17.875,0,0.5,17.875,98.2197096152545,17.0201922926258
"3",1,0,0,1,16.5288059222874,0,1,16.5288059222874,96.1531115051552,15.7654380010226
"4",0,0.5,0,0,11.0625,0,0,11.0625,100,10.0625
"5",0.5,0.5,0,0.5,8.71063903472165,0,0.5,8.71063903472165,96.3497399387246,7.92720610238549
"6",1,0.5,0,1,7.73646632608748,0,1,7.73646632608748,91.8165555097333,7.09309252409662
"7",0,1,0,0,21.125,0,0,21.125,100,20.125
"8",0.5,1,0,0.5,17.875,0,0.5,17.875,98.2197096152545,17.0201922926258
"9",1,1,0,1,16.5288059222874,0,1,16.5288059222874,96.1531115051552,15.7654380010226
"10",0,0,0.5,0,11.0625,0,0,11.0625,100,10.0625
"11",0.5,0,0.5,0.5,8.71063903472165,0,0.5,8.71063903472165,96.3497399387246,7.92720610238549
"12",1,0,0.5,1,7.73646632608748,0,1,7.73646632608748,91.8165555097333,7.09309252409662
"13",0,0.5,0.5,0,1,0,0,1,100,0
"14",0.5,0.5,0.5,0.5,0.292893218813452,0,0.5,0.292893218813452,33.7346593386907,0
"15",1,0.5,0.5,1,0,0,1,0,0,0
"16",0,1,0.5,0,11.0625,0,0,11.0625,100,10.0625
"17",0.5,1,0.5,0.5,8.71063903472165,0,0.5,8.71063903472165,96.3497399387246,7.92720610238549
"18",1,1,0.5,1,7.73646632608748,0,1,7.73646632608748,91.8165555097333,7.09309252409662
"19",0,0,1,0,21.125,0,0,21.125,100,20.125
"20",0.5,0,1,0.5,17.875,0,0.5,17.875,98.2197096152545,17.0201922926258
"21",1,0,1,1,16.5288059222874,0,1,16.5288059222874,96.1531115051552,15.7654380010226
"22",0,0.5,1,0,11.0625,0,0,11.0625,100,10.0625
"23",0.5,0.5,1,0.5,8.71063903472165,0,0.5,8.71063903472165,96.3497399387246,7.92720610238549
"24",1,0.5,1,1,7.73646632608748,0,1,7.73646632608748,91.8165555097333,7.09309252409662
"25",0,1,1,0,21.125,0,0,21.125,100,20.125
"26",0.5,1,1,0.5,17.875,0,0.5,17.875,98.2197096152545,17.0201922926258
"27",1,1,1,1,16.5288059222874,0,1,16.5288059222874,96.1531115051552,15.7654380010226
"28",0.426180217647925,0.495566486148164,0.314604763756506,0.426180217647925,17.7955908608661,0,0.426180217647925,17.7955908608661,98.4756735340254,16.9207867393345
"29",0.253824586165138,0.263119628536515,0.0652885944582522,0.253824586165138,18.5775247524649,0,0.253824586165138,18.5775247524649,99.130240984766,17.6475318492462
"30",0.395600933930837,0.235679479432292,0.143811337416992,0.395600933930837,15.9253101046984,0,0.395600933930837,15.9253101046984,98.4188967686456,15.0546130498223
"31",0.341766834375449,0.191403212142177,0.942926577408798,0.341766834375449,9.89710135675987,0,0.341766834375449,9.89710135675987,97.8024969642917,9.0654363505688
"32",0.377390517154709,0.419674506993033,0.927011277759448,0.377390517154709,7.06047764546769,0,0.377390517154709,7.06047764546769,96.6004303876278,6.26740323714026
"33",0.287421094602905,0.101661134511232,0.562124102609232,0.287421094602905,4.18898527987402,0,0.287421094602905,4.18898527987402,95.6387619978922,3.42231930989541
"34",0.19498519145418,0.682713966467418,0.0415712376125157,0.19498519145418,22.4278326189755,0,0.19498519145418,22.4278326189755,99.4465434845707,21.4732513171318
"35",0.197040225262754,0.618798818788491,0.476867654593661,0.197040225262754,12.872596009284,0,0.197040225262754,12.872596009284,99.0256051873145,11.9502491157676
"36",0.481628393870778,0.571560639305972,0.147169273579493,0.481628393870778,7.21362563570327,0,0.481628393870778,7.21362563570327,95.7558128984438,6.44935464143996
"37",0.191242441884242,0.850623767008074,0.545338116469793,0.191242441884242,5.22223630882534,0,0.191242441884242,5.22223630882534,97.6696891648537,4.39559640184953
"38",0.274448843090795,0.729612198192626,0.887061464367434,0.274448843090795,17.8398156427125,0,0.274448843090795,17.8398156427125,99.0206974002392,16.9184836645575
"39",0.326872405479662,0.656719413003884,0.623614794691093,0.326872405479662,29.1566407543412,0,0.326872405479662,29.1566407543412,99.2863213538762,28.2152020006604
"40",0.938396032084711,0.311943876557052,0.227652263827622,0.938396032084711,29.3243273451495,0,0.938396032084711,29.3243273451495,97.9634735834029,28.4925906464099
"41",0.685122346505523,0.0454704667208716,0.436762960162014,0.685122346505523,6.55398240425201,0,0.685122346505523,6.55398240425201,93.3691608869044,5.85962024942528
"42",0.939174288068898,0.0584225853672251,0.390581268351525,0.939174288068898,10.8828731268109,0,0.939174288068898,10.8828731268109,94.5196525710533,10.1735530898425
"43",0.596484553883784,0.412349867867306,0.612619226565585,0.596484553883784,17.5034334492935,0,0.596484553883784,17.5034334492935,97.8313571057616,16.6743985318954
"44",0.776735557359643,0.0730460572522134,0.752516807988286,0.776735557359643,14.9162982811339,0,0.776735557359643,14.9162982811339,96.6879249605299,14.1314564474479
"45",0.590489353286102,0.0375685303006321,0.527155105606653,0.590489353286102,4.44329392689945,0,0.590489353286102,4.44329392689945,91.5889575583234,3.77774915420805
"46",0.795861756196246,0.757232195464894,0.278983443276957,0.795861756196246,31.3072970348048,0,0.795861756196246,31.3072970348048,98.38199946602,30.4445708405171
"47",0.575377123663202,0.699164009420201,0.401110805454664,0.575377123663202,26.6247888059908,0,0.575377123663202,26.6247888059908,98.6244418692279,25.739634103921
"48",0.934254804393277,0.529231838532723,0.10380697529763,0.934254804393277,0.694735864935352,0,0.934254804393277,0.694735864935352,40.7060441879946,0.607248834833803
"49",0.729833265417255,0.606290403404273,0.565148132503964,0.729833265417255,13.285179876412,0,0.729833265417255,13.285179876412,96.5061841131305,12.5040918280123
"50",0.994997514993884,0.522353718755767,0.548339242697693,0.994997514993884,2.27546521625793,0,0.994997514993884,2.27546521625793,73.7573131121724,1.91259195118172
"51",0.587755760527216,0.526848832145333,0.686403588624671,0.587755760527216,18.0900395401355,0,0.587755760527216,18.0900395401355,97.9323132162148,17.2546315291439
"52",0.818581110076244,0.518510356525451,0.502285278987556,0.818581110076244,0.345750519797816,1,0.818581110076244,0.345750519797816,25.4423537509004,0.264480860885352
"53",0.230238902586687,0.504978079016229,0.500755990751414,0.230238902586687,0.543992273598811,2,0.230238902586687,0.543992273598811,74.5111217145604,0.0167718680647801
"54",0.845839619647253,0.500322276420081,0.509915267552784,0.845839619647253,0.147362327855713,3,0.845839619647253,0.147362327855713,10.9809854036023,0.0907008757038739
"55",1,0.507606961860083,0.506866641708145,1,0.0666910049427459,4,1,0.0666910049427459,4.2394034914219,0.112637946353087
"56",0.138667027832976,0.497267150817537,0.488611690189137,0.138667027832976,0.766235324458364,5,0.138667027832976,0.766235324458364,88.6023330803229,0.109920668180329
"57",0.887562651440975,0.503048085432367,0.497040997199136,0.887562651440975,0.0697289836120914,6,0.887562651440975,0.0697289836120914,4.99118107084642,0.0183130303122082
"58",0.640783160285076,0.503887576451681,0.499685911538066,0.640783160285076,0.210799955390755,7,0.640783160285076,0.210799955390755,20.2330856852022,0.0115942324659633
"59",0.290051767820685,0.496761833053391,0.499739762913488,0.290051767820685,0.47096047925105,8,0.290051767820685,0.47096047925105,64.8580139992151,0
"60",0.0934264932008347,0.498419991215042,0.499288540810725,0.0934264932008347,0.697481729428053,9,0.0934264932008347,0.697481729428053,91.52304420714,0
"61",0.152636781794816,0.499090361084214,0.498844554971202,0.152636781794816,0.611459876583745,10,0.152636781794816,0.611459876583745,84.4265360410044,0.00162687944434148
"62",0.367040412949355,0.502695524377582,0.499388395216201,0.367040412949355,0.400738728485138,11,0.367040412949355,0.400738728485138,52.7923725846869,0.00501948395241369
"63",0.96765894489355,0.497961982039925,0.502160661375652,0.96765894489355,0.0218490939486843,12,0.96765894489355,0.0218490939486843,1.43720080215738,0
"64",0.744577116525104,0.50071310814157,0.501324219770637,0.744577116525104,0.138698977746803,13,0.744577116525104,0.138698977746803,11.7245005466823,0
"65",0.0388005099347615,0.495595719126324,0.498583366683824,0.0388005099347615,0.826840627448002,14,0.0388005099347615,0.826840627448002,97.014773626348,0.0155133867928334
"66",0.422596441922536,0.502456632579921,0.503615187814596,0.422596441922536,0.365878571632288,15,0.422596441922536,0.365878571632288,45.4284371047255,0.012818959941934
"67",0.0138213094291991,0.49389203156821,0.500098305304321,0.0138213094291991,0.925773639721224,16,0.0138213094291991,0.925773639721224,99.0496310496478,0
"68",0.806434396014496,0.502686971505008,0.501852363406514,0.806434396014496,0.109243062140554,17,0.806434396014496,0.109243062140554,8.57174647125429,0
"69",0.562056893981898,0.500825670590932,0.501817620466264,0.562056893981898,0.253371944217182,18,0.562056893981898,0.253371944217182,26.961746433979,0.00281233359401734
"70",0.678670848782391,0.500469253447072,0.501463255139732,0.678670848782391,0.177899541165163,19,0.678670848782391,0.177899541165163,16.3204820469131,0.00179542379686004
"71",0.244617416985149,0.499928364706648,0.499340751319225,0.244617416985149,0.505820317713372,20,0.244617416985149,0.505820317713372,71.3237115596583,0
"72",0.450208525420022,0.501099120828063,0.500152934680115,0.450208525420022,0.33003413088006,21,0.450208525420022,0.33003413088006,40.2711174908607,0
"73",0.0638957669027971,0.495964720531876,0.497564021148678,0.0638957669027971,0.771190941095824,22,0.0638957669027971,0.771190941095824,94.7374108003379,0.020005823671936
"74",0.18066862609269,0.49910330823163,0.503722742931478,0.18066862609269,0.589210033906361,23,0.18066862609269,0.589210033906361,81.058849503954,0.0106788994127121
"75",0.312818245264705,0.500754861293517,0.500401157820586,0.312818245264705,0.441348020812413,24,0.312818245264705,0.441348020812413,60.7464260606244,0
"76",0.999993103628556,0.501544759192381,0.499322771724463,0.999993103628556,0.001760161705076,25,0.999993103628556,0.001760161705076,0.112056031458025,0
"77",0.90930483462988,0.500549094721258,0.500786476311649,0.90930483462988,0.0470193824107337,26,0.90930483462988,0.0470193824107337,3.28897758391164,0
"78",0.120187942974873,0.498507178468635,0.50102620579613,0.120187942974873,0.656666686950558,27,0.120187942974873,0.656666686950558,88.4756736682247,0
"79",0.839627357434854,0.499697007829942,0.50033107352063,0.839627357434854,0.0838228506682854,28,0.839627357434854,0.0838228506682854,6.3346020012855,0
"80",0.564190673403692,0.0877524276336162,0.520033648693415,0.564190673403692,0.733583893338733,29,0.564190673403692,0.733583893338733,58.2628248603045,0.38648218051285
"81",0.197121853168468,0.499890102973851,0.499756827572819,0.197121853168468,0.556084295200558,30,0.197121853168468,0.556084295200558,78.3127792362535,0
"82",0.598023947763198,0.498959202430429,0.501059762308925,0.598023947763198,0.228350435369818,31,0.598023947763198,0.228350435369818,23.2210419214575,0.00161961544854927
"83",0.0232473851959168,0.496824452461716,0.502432423192889,0.0232473851959168,0.865772190068894,32,0.0232473851959168,0.865772190068894,98.2909834872813,0
"84",0.38844315394023,0.49911689441989,0.500582485476872,0.38844315394023,0.3776986971925,33,0.38844315394023,0.3776986971925,49.1072560228169,0.000668084832363691
"85",0.709947135424146,0.499841891458711,0.500387678831197,0.709947135424146,0.15754157359826,34,0.709947135424146,0.15754157359826,13.901716003987,0
