"","x","prob","psd","var"
"1",0,0.0215111111111111,0.00193440812469007,"x1"
"2",0,0,0,"x2"
"3",0,0,0,"x3"
"4",0.0135135135135135,0.0257777777777778,0.00211295617877964,"x1"
"5",0.0135135135135135,0,0,"x2"
"6",0.0135135135135135,0,0,"x3"
"7",0.027027027027027,0.0257777777777778,0.00211295617877964,"x1"
"8",0.027027027027027,0,0,"x2"
"9",0.027027027027027,0,0,"x3"
"10",0.0405405405405405,0.0257777777777778,0.00211295617877964,"x1"
"11",0.0405405405405405,0,0,"x2"
"12",0.0405405405405405,0,0,"x3"
"13",0.0540540540540541,0.0257777777777778,0.00211295617877964,"x1"
"14",0.0540540540540541,0,0,"x2"
"15",0.0540540540540541,0,0,"x3"
"16",0.0675675675675676,0.0257777777777778,0.00211295617877964,"x1"
"17",0.0675675675675676,0.0778666666666667,0.00357282207508951,"x2"
"18",0.0675675675675676,0.0778666666666667,0.00357282207508951,"x3"
"19",0.0810810810810811,0.0264888888888889,0.00214112027393018,"x1"
"20",0.0810810810810811,0.175466666666667,0.00507154353984497,"x2"
"21",0.0810810810810811,0.175466666666667,0.00507154353984497,"x3"
"22",0.0945945945945946,0.0264888888888889,0.00214112027393018,"x1"
"23",0.0945945945945946,0.210666666666667,0.00543709435836168,"x2"
"24",0.0945945945945946,0.210666666666667,0.00543709435836168,"x3"
"25",0.108108108108108,0.0264888888888889,0.00214112027393018,"x1"
"26",0.108108108108108,0.207822222222222,0.00540998494428531,"x2"
"27",0.108108108108108,0.207822222222222,0.00540998494428531,"x3"
"28",0.121621621621622,0.0264888888888889,0.00214112027393018,"x1"
"29",0.121621621621622,0.163022222222222,0.00492514594994482,"x2"
"30",0.121621621621622,0.163022222222222,0.00492514594994482,"x3"
"31",0.135135135135135,0.0264888888888889,0.00214112027393018,"x1"
"32",0.135135135135135,0.0503111111111111,0.00291448194626235,"x2"
"33",0.135135135135135,0.0503111111111111,0.00291448194626235,"x3"
"34",0.148648648648649,0.0272,0.00216887723129836,"x1"
"35",0.148648648648649,0,0,"x2"
"36",0.148648648648649,0,0,"x3"
"37",0.162162162162162,0.0272,0.00216887723129836,"x1"
"38",0.162162162162162,0,0,"x2"
"39",0.162162162162162,0,0,"x3"
"40",0.175675675675676,0.0272,0.00216887723129836,"x1"
"41",0.175675675675676,0,0,"x2"
"42",0.175675675675676,0,0,"x3"
"43",0.189189189189189,0.0286222222222222,0.00222323050705885,"x1"
"44",0.189189189189189,0,0,"x2"
"45",0.189189189189189,0,0,"x3"
"46",0.202702702702703,0.0300444444444444,0.00227612832297768,"x1"
"47",0.202702702702703,0,0,"x2"
"48",0.202702702702703,0,0,"x3"
"49",0.216216216216216,0.0300444444444444,0.00227612832297768,"x1"
"50",0.216216216216216,0,0,"x2"
"51",0.216216216216216,0,0,"x3"
"52",0.22972972972973,0.0300444444444444,0.00227612832297768,"x1"
"53",0.22972972972973,0,0,"x2"
"54",0.22972972972973,0,0,"x3"
"55",0.243243243243243,0.0314666666666667,0.00232766990999079,"x1"
"56",0.243243243243243,0,0,"x2"
"57",0.243243243243243,0,0,"x3"
"58",0.256756756756757,0.0314666666666667,0.00232766990999079,"x1"
"59",0.256756756756757,0,0,"x2"
"60",0.256756756756757,0,0,"x3"
"61",0.27027027027027,0.0314666666666667,0.00232766990999079,"x1"
"62",0.27027027027027,0,0,"x2"
"63",0.27027027027027,0,0,"x3"
"64",0.283783783783784,0.0314666666666667,0.00232766990999079,"x1"
"65",0.283783783783784,0,0,"x2"
"66",0.283783783783784,0,0,"x3"
"67",0.297297297297297,0.0328888888888889,0.00237794345794076,"x1"
"68",0.297297297297297,0,0,"x2"
"69",0.297297297297297,0,0,"x3"
"70",0.310810810810811,0.0328888888888889,0.00237794345794076,"x1"
"71",0.310810810810811,0,0,"x2"
"72",0.310810810810811,0,0,"x3"
"73",0.324324324324324,0.0336,0.00240262967045139,"x1"
"74",0.324324324324324,0,0,"x2"
"75",0.324324324324324,0,0,"x3"
"76",0.337837837837838,0.0336,0.00240262967045139,"x1"
"77",0.337837837837838,0,0,"x2"
"78",0.337837837837838,0,0,"x3"
"79",0.351351351351351,0.0350222222222222,0.00245114635032815,"x1"
"80",0.351351351351351,0,0,"x2"
"81",0.351351351351351,0,0,"x3"
"82",0.364864864864865,0.0350222222222222,0.00245114635032815,"x1"
"83",0.364864864864865,0,0,"x2"
"84",0.364864864864865,0,0,"x3"
"85",0.378378378378378,0.0350222222222222,0.00245114635032815,"x1"
"86",0.378378378378378,0,0,"x2"
"87",0.378378378378378,0,0,"x3"
"88",0.391891891891892,0.0350222222222222,0.00245114635032815,"x1"
"89",0.391891891891892,0,0,"x2"
"90",0.391891891891892,0,0,"x3"
"91",0.405405405405405,0.0364444444444444,0.00249857726320241,"x1"
"92",0.405405405405405,0,0,"x2"
"93",0.405405405405405,0,0,"x3"
"94",0.418918918918919,0.0364444444444444,0.00249857726320241,"x1"
"95",0.418918918918919,0,0,"x2"
"96",0.418918918918919,0,0,"x3"
"97",0.432432432432432,0.0364444444444444,0.00249857726320241,"x1"
"98",0.432432432432432,0,0,"x2"
"99",0.432432432432432,0,0,"x3"
"100",0.445945945945946,0.0364444444444444,0.00249857726320241,"x1"
"101",0.445945945945946,0,0,"x2"
"102",0.445945945945946,0,0,"x3"
"103",0.459459459459459,0.0378666666666667,0.00254498311619712,"x1"
"104",0.459459459459459,0,0,"x2"
"105",0.459459459459459,0,0,"x3"
"106",0.472972972972973,0.0378666666666667,0.00254498311619712,"x1"
"107",0.472972972972973,0.142044444444444,0.00465460957182426,"x2"
"108",0.472972972972973,0.142044444444444,0.00465460957182426,"x3"
"109",0.486486486486487,0.0378666666666667,0.00254498311619712,"x1"
"110",0.486486486486487,0.201066666666667,0.00534397042942953,"x2"
"111",0.486486486486487,0.201066666666667,0.00534397042942953,"x3"
"112",0.5,0.0378666666666667,0.00254498311619712,"x1"
"113",0.5,0.214222222222222,0.00547042247774777,"x2"
"114",0.5,0.214222222222222,0.00547042247774777,"x3"
"115",0.513513513513514,0.0378666666666667,0.00254498311619712,"x1"
"116",0.513513513513514,0.201066666666667,0.00534397042942953,"x2"
"117",0.513513513513514,0.201066666666667,0.00534397042942953,"x3"
"118",0.527027027027027,0.0378666666666667,0.00254498311619712,"x1"
"119",0.527027027027027,0.142044444444444,0.00465460957182426,"x2"
"120",0.527027027027027,0.142044444444444,0.00465460957182426,"x3"
"121",0.540540540540541,0.0378666666666667,0.00254498311619712,"x1"
"122",0.540540540540541,0,0,"x2"
"123",0.540540540540541,0,0,"x3"
"124",0.554054054054054,0.0378666666666667,0.00254498311619712,"x1"
"125",0.554054054054054,0,0,"x2"
"126",0.554054054054054,0,0,"x3"
"127",0.567567567567568,0.0378666666666667,0.00254498311619712,"x1"
"128",0.567567567567568,0,0,"x2"
"129",0.567567567567568,0,0,"x3"
"130",0.581081081081081,0.0378666666666667,0.00254498311619712,"x1"
"131",0.581081081081081,0,0,"x2"
"132",0.581081081081081,0,0,"x3"
"133",0.594594594594595,0.0378666666666667,0.00254498311619712,"x1"
"134",0.594594594594595,0,0,"x2"
"135",0.594594594594595,0,0,"x3"
"136",0.608108108108108,0.0392888888888889,0.00259041899995659,"x1"
"137",0.608108108108108,0,0,"x2"
"138",0.608108108108108,0,0,"x3"
"139",0.621621621621622,0.0392888888888889,0.00259041899995659,"x1"
"140",0.621621621621622,0,0,"x2"
"141",0.621621621621622,0,0,"x3"
"142",0.635135135135135,0.0392888888888889,0.00259041899995659,"x1"
"143",0.635135135135135,0,0,"x2"
"144",0.635135135135135,0,0,"x3"
"145",0.648648648648649,0.0392888888888889,0.00259041899995659,"x1"
"146",0.648648648648649,0,0,"x2"
"147",0.648648648648649,0,0,"x3"
"148",0.662162162162162,0.0392888888888889,0.00259041899995659,"x1"
"149",0.662162162162162,0,0,"x2"
"150",0.662162162162162,0,0,"x3"
"151",0.675675675675676,0.04,0.00261278905896872,"x1"
"152",0.675675675675676,0,0,"x2"
"153",0.675675675675676,0,0,"x3"
"154",0.689189189189189,0.04,0.00261278905896872,"x1"
"155",0.689189189189189,0,0,"x2"
"156",0.689189189189189,0,0,"x3"
"157",0.702702702702703,0.04,0.00261278905896872,"x1"
