"","x","prob","psd","var","cat"
"1",0,0.000177777777777778,0.000177761974606248,"x1","tru"
"2",0,0,0,"x2","tru"
"3",0,0,0,"x3","tru"
"4",0.0135135135135135,0.0016,0.00053290649586333,"x1","tru"
"5",0.0135135135135135,0,0,"x2","tru"
"6",0.0135135135135135,0,0,"x3","tru"
"7",0.027027027027027,0.00231111111111111,0.000640245768997182,"x1","tru"
"8",0.027027027027027,0,0,"x2","tru"
"9",0.027027027027027,0,0,"x3","tru"
"10",0.0405405405405405,0.00373333333333333,0.000813157965307608,"x1","tru"
"11",0.0405405405405405,0,0,"x2","tru"
"12",0.0405405405405405,0,0,"x3","tru"
"13",0.0540540540540541,0.00515555555555556,0.000954891575226715,"x1","tru"
"14",0.0540540540540541,0,0,"x2","tru"
"15",0.0540540540540541,0,0,"x3","tru"
"16",0.0675675675675676,0.00515555555555556,0.000954891575226715,"x1","tru"
"17",0.0675675675675676,0.0144,0.00158843822668683,"x2","tru"
"18",0.0675675675675676,0.0144,0.00158843822668683,"x3","tru"
"19",0.0810810810810811,0.00657777777777778,0.00107781759885708,"x1","tru"
"20",0.0810810810810811,0.102933333333333,0.00405162381103834,"x2","tru"
"21",0.0810810810810811,0.102933333333333,0.00405162381103834,"x3","tru"
"22",0.0945945945945946,0.008,0.00118778973073707,"x1","tru"
"23",0.0945945945945946,0.149333333333333,0.00475222313147836,"x2","tru"
"24",0.0945945945945946,0.149333333333333,0.00475222313147836,"x3","tru"
"25",0.108108108108108,0.008,0.00118778973073707,"x1","tru"
"26",0.108108108108108,0.144711111111111,0.0046907910810125,"x2","tru"
"27",0.108108108108108,0.144711111111111,0.0046907910810125,"x3","tru"
"28",0.121621621621622,0.008,0.00118778973073707,"x1","tru"
"29",0.121621621621622,0.0878222222222222,0.00377381574080424,"x2","tru"
"30",0.121621621621622,0.0878222222222222,0.00377381574080424,"x3","tru"
"31",0.135135135135135,0.008,0.00118778973073707,"x1","tru"
"32",0.135135135135135,0.00195555555555556,0.000589045383352449,"x2","tru"
"33",0.135135135135135,0.00195555555555556,0.000589045383352449,"x3","tru"
"34",0.148648648648649,0.00871111111111111,0.00123901234174257,"x1","tru"
"35",0.148648648648649,0,0,"x2","tru"
"36",0.148648648648649,0,0,"x3","tru"
"37",0.162162162162162,0.00942222222222222,0.00128813001073424,"x1","tru"
"38",0.162162162162162,0,0,"x2","tru"
"39",0.162162162162162,0,0,"x3","tru"
"40",0.175675675675676,0.00942222222222222,0.00128813001073424,"x1","tru"
"41",0.175675675675676,0,0,"x2","tru"
"42",0.175675675675676,0,0,"x3","tru"
"43",0.189189189189189,0.00942222222222222,0.00128813001073424,"x1","tru"
"44",0.189189189189189,0,0,"x2","tru"
"45",0.189189189189189,0,0,"x3","tru"
"46",0.202702702702703,0.0108444444444444,0.00138093961371787,"x1","tru"
"47",0.202702702702703,0,0,"x2","tru"
"48",0.202702702702703,0,0,"x3","tru"
"49",0.216216216216216,0.0108444444444444,0.00138093961371787,"x1","tru"
"50",0.216216216216216,0,0,"x2","tru"
"51",0.216216216216216,0,0,"x3","tru"
"52",0.22972972972973,0.0129777777777778,0.00150904561814433,"x1","tru"
"53",0.22972972972973,0,0,"x2","tru"
"54",0.22972972972973,0,0,"x3","tru"
"55",0.243243243243243,0.0129777777777778,0.00150904561814433,"x1","tru"
"56",0.243243243243243,0,0,"x2","tru"
"57",0.243243243243243,0,0,"x3","tru"
"58",0.256756756756757,0.0129777777777778,0.00150904561814433,"x1","tru"
"59",0.256756756756757,0,0,"x2","tru"
"60",0.256756756756757,0,0,"x3","tru"
"61",0.27027027027027,0.0129777777777778,0.00150904561814433,"x1","tru"
"62",0.27027027027027,0,0,"x2","tru"
"63",0.27027027027027,0,0,"x3","tru"
"64",0.283783783783784,0.0144,0.00158843822668683,"x1","tru"
"65",0.283783783783784,0,0,"x2","tru"
"66",0.283783783783784,0,0,"x3","tru"
"67",0.297297297297297,0.0158222222222222,0.00166383116163592,"x1","tru"
"68",0.297297297297297,0,0,"x2","tru"
"69",0.297297297297297,0,0,"x3","tru"
"70",0.310810810810811,0.0172444444444444,0.00173574568440563,"x1","tru"
"71",0.310810810810811,0,0,"x2","tru"
"72",0.310810810810811,0,0,"x3","tru"
"73",0.324324324324324,0.0172444444444444,0.00173574568440563,"x1","tru"
"74",0.324324324324324,0,0,"x2","tru"
"75",0.324324324324324,0,0,"x3","tru"
"76",0.337837837837838,0.0172444444444444,0.00173574568440563,"x1","tru"
"77",0.337837837837838,0,0,"x2","tru"
"78",0.337837837837838,0,0,"x3","tru"
"79",0.351351351351351,0.0172444444444444,0.00173574568440563,"x1","tru"
"80",0.351351351351351,0,0,"x2","tru"
"81",0.351351351351351,0,0,"x3","tru"
"82",0.364864864864865,0.0172444444444444,0.00173574568440563,"x1","tru"
"83",0.364864864864865,0,0,"x2","tru"
"84",0.364864864864865,0,0,"x3","tru"
"85",0.378378378378378,0.0186666666666667,0.00180459769464171,"x1","tru"
"86",0.378378378378378,0,0,"x2","tru"
"87",0.378378378378378,0,0,"x3","tru"
"88",0.391891891891892,0.0186666666666667,0.00180459769464171,"x1","tru"
"89",0.391891891891892,0,0,"x2","tru"
"90",0.391891891891892,0,0,"x3","tru"
"91",0.405405405405405,0.0186666666666667,0.00180459769464171,"x1","tru"
"92",0.405405405405405,0,0,"x2","tru"
"93",0.405405405405405,0,0,"x3","tru"
"94",0.418918918918919,0.0193777777777778,0.00183798341214485,"x1","tru"
"95",0.418918918918919,0,0,"x2","tru"
"96",0.418918918918919,0,0,"x3","tru"
"97",0.432432432432432,0.0193777777777778,0.00183798341214485,"x1","tru"
"98",0.432432432432432,0,0,"x2","tru"
"99",0.432432432432432,0,0,"x3","tru"
"100",0.445945945945946,0.0193777777777778,0.00183798341214485,"x1","tru"
"101",0.445945945945946,0,0,"x2","tru"
"102",0.445945945945946,0,0,"x3","tru"
"103",0.459459459459459,0.0193777777777778,0.00183798341214485,"x1","tru"
"104",0.459459459459459,0,0,"x2","tru"
