"","x1","x2","x3","f1","f2"
"1",0,0.5,0.5,0,1
"2",0.5,0.5,0.5,0.5,0.292893218813452
"3",1,0.5,0.5,1,0
"4",0.290051767820685,0.496761833053391,0.499739762913488,0.290051767820685,0.47096047925105
"5",0.0934264932008347,0.498419991215042,0.499288540810725,0.0934264932008347,0.697481729428053
"6",0.96765894489355,0.497961982039925,0.502160661375652,0.96765894489355,0.0218490939486843
"7",0.744577116525104,0.50071310814157,0.501324219770637,0.744577116525104,0.138698977746803
"8",0.0138213094291991,0.49389203156821,0.500098305304321,0.0138213094291991,0.925773639721224
"9",0.806434396014496,0.502686971505008,0.501852363406514,0.806434396014496,0.109243062140554
"10",0.244617416985149,0.499928364706648,0.499340751319225,0.244617416985149,0.505820317713372
"11",0.450208525420022,0.501099120828063,0.500152934680115,0.450208525420022,0.33003413088006
"12",0.312818245264705,0.500754861293517,0.500401157820586,0.312818245264705,0.441348020812413
"13",0.999993103628556,0.501544759192381,0.499322771724463,0.999993103628556,0.001760161705076
"14",0.90930483462988,0.500549094721258,0.500786476311649,0.90930483462988,0.0470193824107337
"15",0.120187942974873,0.498507178468635,0.50102620579613,0.120187942974873,0.656666686950558
"16",0.839627357434854,0.499697007829942,0.50033107352063,0.839627357434854,0.0838228506682854
"17",0.197121853168468,0.499890102973851,0.499756827572819,0.197121853168468,0.556084295200558
"18",0.0232473851959168,0.496824452461716,0.502432423192889,0.0232473851959168,0.865772190068894
"19",0.709947135424146,0.499841891458711,0.500387678831197,0.709947135424146,0.15754157359826
"20",0.529722520218742,0.499670565577467,0.500678806325632,0.529722520218742,0.272626500645375
"21",0.339310980649662,0.499370955414455,0.500257508529419,0.339310980649662,0.417900013593116
"22",0.047910117347117,0.497106492797257,0.501305311853478,0.047910117347117,0.792191563021514
"23",0.415605206849533,0.499501742166038,0.498652968379436,0.415605206849533,0.357050847485701
"24",0.770760985158126,0.499012806143848,0.498944007852176,0.770760985158126,0.123517411623495
"25",0.472789915843278,0.499394210683684,0.499824992460251,0.472789915843278,0.312724765227093
"26",0.266926268687845,0.49990656238345,0.499454152503392,0.266926268687845,0.483631601448778
"27",0.650331996623461,0.499285227150561,0.500204280870292,0.650331996623461,0.193975357360825
"28",0.885836162374746,0.498754748762718,0.499250175978638,0.885836162374746,0.0601923308238579
"29",0.219895764385309,0.500460693458174,0.498777341679471,0.219895764385309,0.53268237972284
"30",0.943522382115922,0.500878932577783,0.500258965003766,0.943522382115922,0.0291821633793585
"31",0.0314230175033345,0.501130673292728,0.50032726896211,0.0314230175033345,0.824292778512317
"32",0.613926282228265,0.500116390911139,0.498890061379354,0.613926282228265,0.217400519173404
"33",0.172245363584762,0.500224616043896,0.500415393740002,0.172245363584762,0.585193543414858
"34",0.105199342058841,0.499695594113324,0.499635369564863,0.105199342058841,0.675888774816244
"35",0.575779512947976,0.499557226137383,0.498864010287945,0.575779512947976,0.24233728754955
"36",0.861060402975957,0.500478461304381,0.500422698987851,0.861060402975957,0.0723362259389278
"37",0.294120243196663,0.499650626877803,0.500182638794182,0.294120243196663,0.457811239342475
"38",0.976792687542871,0.499649413167312,0.499999499400694,0.976792687542871,0.0117484923893922
"39",0.817341228990638,0.499845452297544,0.500057724211848,0.817341228990638,0.0959491421081888
"40",0.431940201959469,0.499248372753696,0.500048959054809,0.431940201959469,0.343248476823334
"41",0.0573861595514891,0.500202244597941,0.500277705297748,0.0573861595514891,0.760574106639896
"42",0.79118296282086,0.499111558391351,0.500656872520752,0.79118296282086,0.111352030142274
"43",0.132625644503148,0.499774059934352,0.499628207032872,0.132625644503148,0.636012994434103
"44",0.217732134483387,0.499790047575899,0.500429842855436,0.217732134483387,0.533598744136008
"45",0.635109858517168,0.499682290613452,0.499105834016984,0.635109858517168,0.203730696158586
"46",0.361914871736767,0.500179881423361,0.500140984296034,0.361914871736767,0.398451456643067
"47",0.559613644440121,0.500392347731243,0.500240992214539,0.559613644440121,0.252090479086725
"48",0.743689869909651,0.501066225996505,0.50071124799068,0.743689869909651,0.138778864499028
"49",0.678651078152232,0.499563774060888,0.4997593133781,0.678651078152232,0.176377325668701
"50",0.0721195556071637,0.499509869913024,0.500748698868642,0.0721195556071637,0.732304620601606
"51",0.597705532051048,0.499996986735716,0.49974931594799,0.597705532051048,0.226933398647245
"52",0.559203310906903,0.499646119642348,0.499466030230337,0.559203310906903,0.252518075696376
"53",0.413294429416762,0.500139310627399,0.500227182028829,0.413294429416762,0.357179671651698
"54",0.312359489329024,0.500401217754229,0.499443951929916,0.312359489329024,0.441526754803473
"55",0.387458545128966,0.500332448792461,0.499965764603056,0.387458545128966,0.377633249353706
"56",0.529565156723251,0.500325164275666,0.499318788576047,0.529565156723251,0.272735026118966
"57",0.338933180356813,0.499666859576766,0.500182344762359,0.338933180356813,0.417946490120254
"58",0.413357210119452,0.500044566890109,0.500101152943352,0.413357210119452,0.357081610232308
"59",0.15194935276263,0.500062756393622,0.499783725451621,0.15194935276263,0.610243566319999
"60",0.472900353258133,0.500206495901368,0.500517558283935,0.472900353258133,0.312573913141829
"61",0.741608648868691,0.499885709284781,0.500127561648198,0.741608648868691,0.13885358409889
