"","x1","x2","x3","f1","f2","order"
"1",0,0,0,0,21.125,0
"2",0.5,0,0,0.5,17.875,0
"3",1,0,0,1,16.5288059222874,0
"4",0,0.5,0,0,11.0625,0
"5",0.5,0.5,0,0.5,8.71063903472165,0
"6",1,0.5,0,1,7.73646632608748,0
"7",0,1,0,0,21.125,0
"8",0.5,1,0,0.5,17.875,0
"9",1,1,0,1,16.5288059222874,0
"10",0,0,0.5,0,11.0625,0
"11",0.5,0,0.5,0.5,8.71063903472165,0
"12",1,0,0.5,1,7.73646632608748,0
"13",0,0.5,0.5,0,1,0
"14",0.5,0.5,0.5,0.5,0.292893218813452,0
"15",1,0.5,0.5,1,0,0
"16",0,1,0.5,0,11.0625,0
"17",0.5,1,0.5,0.5,8.71063903472165,0
"18",1,1,0.5,1,7.73646632608748,0
"19",0,0,1,0,21.125,0
"20",0.5,0,1,0.5,17.875,0
"21",1,0,1,1,16.5288059222874,0
"22",0,0.5,1,0,11.0625,0
"23",0.5,0.5,1,0.5,8.71063903472165,0
"24",1,0.5,1,1,7.73646632608748,0
"25",0,1,1,0,21.125,0
"26",0.5,1,1,0.5,17.875,0
"27",1,1,1,1,16.5288059222874,0
"28",0.426180217647925,0.495566486148164,0.314604763756506,0.426180217647925,17.7955908608661,0
"29",0.253824586165138,0.263119628536515,0.0652885944582522,0.253824586165138,18.5775247524649,0
"30",0.395600933930837,0.235679479432292,0.143811337416992,0.395600933930837,15.9253101046984,0
"31",0.341766834375449,0.191403212142177,0.942926577408798,0.341766834375449,9.89710135675987,0
"32",0.377390517154709,0.419674506993033,0.927011277759448,0.377390517154709,7.06047764546769,0
"33",0.287421094602905,0.101661134511232,0.562124102609232,0.287421094602905,4.18898527987402,0
"34",0.19498519145418,0.682713966467418,0.0415712376125157,0.19498519145418,22.4278326189755,0
"35",0.197040225262754,0.618798818788491,0.476867654593661,0.197040225262754,12.872596009284,0
"36",0.481628393870778,0.571560639305972,0.147169273579493,0.481628393870778,7.21362563570327,0
"37",0.191242441884242,0.850623767008074,0.545338116469793,0.191242441884242,5.22223630882534,0
"38",0.274448843090795,0.729612198192626,0.887061464367434,0.274448843090795,17.8398156427125,0
"39",0.326872405479662,0.656719413003884,0.623614794691093,0.326872405479662,29.1566407543412,0
"40",0.938396032084711,0.311943876557052,0.227652263827622,0.938396032084711,29.3243273451495,0
"41",0.685122346505523,0.0454704667208716,0.436762960162014,0.685122346505523,6.55398240425201,0
"42",0.939174288068898,0.0584225853672251,0.390581268351525,0.939174288068898,10.8828731268109,0
"43",0.596484553883784,0.412349867867306,0.612619226565585,0.596484553883784,17.5034334492935,0
"44",0.776735557359643,0.0730460572522134,0.752516807988286,0.776735557359643,14.9162982811339,0
"45",0.590489353286102,0.0375685303006321,0.527155105606653,0.590489353286102,4.44329392689945,0
"46",0.795861756196246,0.757232195464894,0.278983443276957,0.795861756196246,31.3072970348048,0
"47",0.575377123663202,0.699164009420201,0.401110805454664,0.575377123663202,26.6247888059908,0
"48",0.934254804393277,0.529231838532723,0.10380697529763,0.934254804393277,0.694735864935352,0
"49",0.729833265417255,0.606290403404273,0.565148132503964,0.729833265417255,13.285179876412,0
"50",0.994997514993884,0.522353718755767,0.548339242697693,0.994997514993884,2.27546521625793,0
"51",0.587755760527216,0.526848832145333,0.686403588624671,0.587755760527216,18.0900395401355,0
"52",0.818581110076244,0.518510356525451,0.502285278987556,0.818581110076244,0.345750519797816,1
"53",0.230238902586687,0.504978079016229,0.500755990751414,0.230238902586687,0.543992273598811,2
"54",0.845839619647253,0.500322276420081,0.509915267552784,0.845839619647253,0.147362327855713,3
"55",1,0.507606961860083,0.506866641708145,1,0.0666910049427459,4
"56",0.138667027832976,0.497267150817537,0.488611690189137,0.138667027832976,0.766235324458364,5
"57",0.887562651440975,0.503048085432367,0.497040997199136,0.887562651440975,0.0697289836120914,6
"58",0.640783160285076,0.503887576451681,0.499685911538066,0.640783160285076,0.210799955390755,7
"59",0.290051767820685,0.496761833053391,0.499739762913488,0.290051767820685,0.47096047925105,8
"60",0.0934264932008347,0.498419991215042,0.499288540810725,0.0934264932008347,0.697481729428053,9
"61",0.152636781794816,0.499090361084214,0.498844554971202,0.152636781794816,0.611459876583745,10
"62",0.367040412949355,0.502695524377582,0.499388395216201,0.367040412949355,0.400738728485138,11
"63",0.96765894489355,0.497961982039925,0.502160661375652,0.96765894489355,0.0218490939486843,12
"64",0.744577116525104,0.50071310814157,0.501324219770637,0.744577116525104,0.138698977746803,13
"65",0.0388005099347615,0.495595719126324,0.498583366683824,0.0388005099347615,0.826840627448002,14
"66",0.422596441922536,0.502456632579921,0.503615187814596,0.422596441922536,0.365878571632288,15
