"","x1","x2","x3","f1","f2"
"1",0,0.5,0.5,0,16
"2",0.5,0.5,0.5,0.5,13.1715728752538
"3",1,0.5,0.5,1,12
"4",0.342770355256267,0.513686291558843,0.514507134357156,0.342770355256267,13.7754618178062
"5",0.810358960236219,0.493424004259689,0.493832450963773,0.810358960236219,12.4222642814767
"6",0.149268878038659,0.514078740759729,0.506854949053062,0.149268878038659,14.5288252807953
"7",0.024470290366392,0.519583899665309,0.50048649676879,0.024470290366392,15.4933534933399
"8",0.886077542985185,0.503656578250742,0.502022889871822,0.886077542985185,12.2396619472658
"9",0.580325581245821,0.502149370519538,0.500950935645624,0.580325581245821,12.9544337506241
"10",0.730176250518905,0.500603565323935,0.499737859181056,0.730176250518905,12.5821096674196
"11",0.105158832548585,0.516525508445923,0.500136753746761,0.105158832548585,14.7860400599935
"12",0.0517013172757275,0.517969946068045,0.497962393981534,0.0517013172757275,15.1912064503915
"13",0.623271097366072,0.501046513273195,0.495244578272509,0.623271097366072,12.8489296621189
"14",0.307708960201932,0.504163442044394,0.505786397793284,0.307708960201932,13.7962374088201
"15",0.538735080962548,0.502150326274406,0.498202054669061,0.538735080962548,13.0663380008427
"16",0.842496937975216,0.502132630319315,0.499282474467668,0.842496937975216,12.3299287383747
"17",0.252803847625683,0.506241333718649,0.505152798739257,0.252803847625683,14.0084072636968
"18",0.772134695090671,0.500713282300164,0.50008678226317,0.772134695090671,12.4852992172805
"19",0.694063636901502,0.499778925448542,0.501383488560719,0.694063636901502,12.6681431443523
"20",0.198478056879987,0.502375561086928,0.504414671256004,0.198478056879987,14.2255396570788
"21",0.0765875296064467,0.512659822657342,0.499773319663991,0.0765875296064467,14.942245040435
"22",0.122846942797821,0.507182528042077,0.50042956908766,0.122846942797821,14.6138015949968
"23",0.166697056999708,0.504655303162668,0.498973800969762,0.166697056999708,14.3737390446183
"24",0.660376796983494,0.500559863795851,0.500440756457036,0.660376796983494,12.7496030360655
"25",0.278991179875631,0.504775185480977,0.500242060804655,0.278991179875631,13.894031664868
"26",0.224131308282017,0.504624387635299,0.500327734841557,0.224131308282017,14.1127534715152
"27",0.939380444412592,0.49978210895136,0.500371706693891,0.939380444412592,12.1231865874173
"28",0.49973063741725,0.498416345675482,0.500202136781205,0.49973063741725,13.17307753901
"29",0.357801354542984,0.502231730495455,0.500930343837754,0.357801354542984,13.6090679939063
"30",0.400354296016224,0.499595963362909,0.500962537142353,0.400354296016224,13.4693783959835
"31",0.444950817467139,0.499960927468593,0.500429278000546,0.444950817467139,13.3318690761576
