"","x","prob","var","cond"
"1",0,0.0277308071347127,"x1","none"
"2",0.0204081632653061,0.025026916223454,"x1","none"
"3",0.0408163265306122,0.019499256629666,"x1","none"
"4",0.0612244897959184,0.0249372887610746,"x1","none"
"5",0.0816326530612245,0.028128752439928,"x1","none"
"6",0.102040816326531,0.0220641837588344,"x1","none"
"7",0.122448979591837,0.0254968385418584,"x1","none"
"8",0.142857142857143,0.0198022917756185,"x1","none"
"9",0.163265306122449,0.026097157104921,"x1","none"
"10",0.183673469387755,0.0200395409032758,"x1","none"
"11",0.204081632653061,0.0268971562062025,"x1","none"
"12",0.224489795918367,0.0201908319121815,"x1","none"
"13",0.244897959183673,0.0251411181786468,"x1","none"
"14",0.26530612244898,0.0239781681085234,"x1","none"
"15",0.285714285714286,0.0249932259023954,"x1","none"
"16",0.306122448979592,0.0215274085557788,"x1","none"
"17",0.326530612244898,0.0273295302998273,"x1","none"
"18",0.346938775510204,0.0238134639580037,"x1","none"
"19",0.36734693877551,0.0202982940764283,"x1","none"
"20",0.387755102040816,0.0235797263624741,"x1","none"
"21",0.408163265306122,0.0248599092085827,"x1","none"
"22",0.428571428571429,0.0220961153899598,"x1","none"
"23",0.448979591836735,0.0233923329614513,"x1","none"
"24",0.469387755102041,0.0266008638018078,"x1","none"
"25",0.489795918367347,0.0254170065691153,"x1","none"
"26",0.510204081632653,0.0257991808060113,"x1","none"
"27",0.530612244897959,0.0231275439858484,"x1","none"
"28",0.551020408163265,0.0270008973409057,"x1","none"
"29",0.571428571428571,0.0263581892498695,"x1","none"
"30",0.591836734693878,0.027873456950711,"x1","none"
"31",0.612244897959184,0.0284059109554422,"x1","none"
"32",0.63265306122449,0.0319542419554439,"x1","none"
"33",0.653061224489796,0.0280296736543122,"x1","none"
"34",0.673469387755102,0.0236406757493417,"x1","none"
"35",0.693877551020408,0.0282242194662156,"x1","none"
"36",0.714285714285714,0.0272891299689261,"x1","none"
"37",0.73469387755102,0.0286352105424103,"x1","none"
"38",0.755102040816326,0.0315599528475016,"x1","none"
"39",0.775510204081633,0.0298928434308023,"x1","none"
"40",0.795918367346939,0.0266128924485459,"x1","none"
"41",0.816326530612245,0.0377786161734747,"x1","none"
"42",0.836734693877551,0.0311377803121367,"x1","none"
"43",0.857142857142857,0.0292109726110779,"x1","none"
"44",0.877551020408163,0.0319619246977457,"x1","none"
