"","x","prob","psd","var","cat"
"1",0,0.0385777777777778,0.00256781906041359,"x1","tru"
"2",0,0,0,"x2","tru"
"3",0,0,0,"x3","tru"
"4",0.0135135135135135,0.0456888888888889,0.00278412689113721,"x1","tru"
"5",0.0135135135135135,0,0,"x2","tru"
"6",0.0135135135135135,0,0,"x3","tru"
"7",0.027027027027027,0.0456888888888889,0.00278412689113721,"x1","tru"
"8",0.027027027027027,0,0,"x2","tru"
"9",0.027027027027027,0,0,"x3","tru"
"10",0.0405405405405405,0.0485333333333333,0.00286520424368398,"x1","tru"
"11",0.0405405405405405,0,0,"x2","tru"
"12",0.0405405405405405,0,0,"x3","tru"
"13",0.0540540540540541,0.0499555555555556,0.00290470876030065,"x1","tru"
"14",0.0540540540540541,0,0,"x2","tru"
"15",0.0540540540540541,0,0,"x3","tru"
"16",0.0675675675675676,0.0520888888888889,0.00296275057016535,"x1","tru"
"17",0.0675675675675676,0.0421333333333333,0.0026785772527156,"x2","tru"
"18",0.0675675675675676,0.0421333333333333,0.0026785772527156,"x3","tru"
"19",0.0810810810810811,0.0528,0.00298178648911465,"x1","tru"
"20",0.0810810810810811,0.0780444444444444,0.00357655350267209,"x2","tru"
"21",0.0810810810810811,0.0780444444444444,0.00357655350267209,"x3","tru"
"22",0.0945945945945946,0.0542222222222222,0.00301940900293805,"x1","tru"
"23",0.0945945945945946,0.0965333333333333,0.00393761685148972,"x2","tru"
"24",0.0945945945945946,0.0965333333333333,0.00393761685148972,"x3","tru"
"25",0.108108108108108,0.0577777777777778,0.00311097001443714,"x1","tru"
"26",0.108108108108108,0.105066666666667,0.00408852404169355,"x2","tru"
"27",0.108108108108108,0.105066666666667,0.00408852404169355,"x3","tru"
"28",0.121621621621622,0.0577777777777778,0.00311097001443714,"x1","tru"
"29",0.121621621621622,0.104355555555556,0.00407628313443067,"x2","tru"
"30",0.121621621621622,0.104355555555556,0.00407628313443067,"x3","tru"
"31",0.135135135135135,0.0577777777777778,0.00311097001443714,"x1","tru"
"32",0.135135135135135,0.0951111111111111,0.0039115779743803,"x2","tru"
"33",0.135135135135135,0.0951111111111111,0.0039115779743803,"x3","tru"
"34",0.148648648648649,0.0592,0.00314664858751868,"x1","tru"
"35",0.148648648648649,0.0773333333333333,0.00356159487093793,"x2","tru"
"36",0.148648648648649,0.0773333333333333,0.00356159487093793,"x3","tru"
"37",0.162162162162162,0.0592,0.00314664858751868,"x1","tru"
"38",0.162162162162162,0.0444444444444444,0.00274773881348021,"x2","tru"
"39",0.162162162162162,0.0444444444444444,0.00274773881348021,"x3","tru"
"40",0.175675675675676,0.0592,0.00314664858751868,"x1","tru"
"41",0.175675675675676,0.00302222222222222,0.000731888078275692,"x2","tru"
"42",0.175675675675676,0.00302222222222222,0.000731888078275692,"x3","tru"
"43",0.189189189189189,0.0606222222222222,0.00318181411273678,"x1","tru"
"44",0.189189189189189,0,0,"x2","tru"
"45",0.189189189189189,0,0,"x3","tru"
"46",0.202702702702703,0.0620444444444444,0.00321648341745453,"x1","tru"
"47",0.202702702702703,0,0,"x2","tru"
"48",0.202702702702703,0,0,"x3","tru"
"49",0.216216216216216,0.0634666666666667,0.00325067237869033,"x1","tru"
"50",0.216216216216216,0,0,"x2","tru"
"51",0.216216216216216,0,0,"x3","tru"
"52",0.22972972972973,0.0677333333333333,0.00335050321630485,"x1","tru"
"53",0.22972972972973,0,0,"x2","tru"
"54",0.22972972972973,0,0,"x3","tru"
"55",0.243243243243243,0.0677333333333333,0.00335050321630485,"x1","tru"
"56",0.243243243243243,0,0,"x2","tru"
"57",0.243243243243243,0,0,"x3","tru"
"58",0.256756756756757,0.0691555555555556,0.00338291300354809,"x1","tru"
"59",0.256756756756757,0,0,"x2","tru"
"60",0.256756756756757,0,0,"x3","tru"
"61",0.27027027027027,0.0691555555555556,0.00338291300354809,"x1","tru"
"62",0.27027027027027,0,0,"x2","tru"
"63",0.27027027027027,0,0,"x3","tru"
"64",0.283783783783784,0.0691555555555556,0.00338291300354809,"x1","tru"
"65",0.283783783783784,0,0,"x2","tru"
"66",0.283783783783784,0,0,"x3","tru"
"67",0.297297297297297,0.0698666666666667,0.00339896233984055,"x1","tru"
"68",0.297297297297297,0,0,"x2","tru"
"69",0.297297297297297,0,0,"x3","tru"
"70",0.310810810810811,0.0698666666666667,0.00339896233984055,"x1","tru"
"71",0.310810810810811,0,0,"x2","tru"
"72",0.310810810810811,0,0,"x3","tru"
"73",0.324324324324324,0.0698666666666667,0.00339896233984055,"x1","tru"
"74",0.324324324324324,0,0,"x2","tru"
"75",0.324324324324324,0,0,"x3","tru"
"76",0.337837837837838,0.0712888888888889,0.00343075717486198,"x1","tru"
"77",0.337837837837838,0,0,"x2","tru"
"78",0.337837837837838,0,0,"x3","tru"
"79",0.351351351351351,0.0712888888888889,0.00343075717486198,"x1","tru"
"80",0.351351351351351,0,0,"x2","tru"
"81",0.351351351351351,0,0,"x3","tru"
"82",0.364864864864865,0.0741333333333333,0.00349317002728269,"x1","tru"
"83",0.364864864864865,0,0,"x2","tru"
"84",0.364864864864865,0,0,"x3","tru"
"85",0.378378378378378,0.0748444444444444,0.00350853571432735,"x1","tru"
"86",0.378378378378378,0,0,"x2","tru"
"87",0.378378378378378,0,0,"x3","tru"
"88",0.391891891891892,0.0748444444444444,0.00350853571432735,"x1","tru"
"89",0.391891891891892,0,0,"x2","tru"
"90",0.391891891891892,0,0,"x3","tru"
"91",0.405405405405405,0.0748444444444444,0.00350853571432735,"x1","tru"
"92",0.405405405405405,0.0424888888888889,0.00268935624547756,"x2","tru"
"93",0.405405405405405,0.0424888888888889,0.00268935624547756,"x3","tru"
"94",0.418918918918919,0.0748444444444444,0.00350853571432735,"x1","tru"
"95",0.418918918918919,0.0958222222222222,0.00392463046131576,"x2","tru"
"96",0.418918918918919,0.0958222222222222,0.00392463046131576,"x3","tru"
"97",0.432432432432432,0.0748444444444444,0.00350853571432735,"x1","tru"
"98",0.432432432432432,0.1296,0.00447817105524119,"x2","tru"
"99",0.432432432432432,0.1296,0.00447817105524119,"x3","tru"
"100",0.445945945945946,0.0748444444444444,0.00350853571432735,"x1","tru"
"101",0.445945945945946,0.194311111111111,0.00527559249053604,"x2","tru"
