"","x","prob","psd","var"
"1",0,0.000177777777777778,0.000177761974606248,"x1"
"2",0,0,0,"x2"
"3",0,0,0,"x3"
"4",0.0135135135135135,0.00444444444444444,0.000886911380568638,"x1"
"5",0.0135135135135135,0,0,"x2"
"6",0.0135135135135135,0,0,"x3"
"7",0.027027027027027,0.00657777777777778,0.00107781759885708,"x1"
"8",0.027027027027027,0.0101333333333333,0.00133537502939654,"x2"
"9",0.027027027027027,0.0101333333333333,0.00133537502939654,"x3"
"10",0.0405405405405405,0.008,0.00118778973073707,"x1"
"11",0.0405405405405405,0.0332444444444444,0.00239032313419568,"x2"
"12",0.0405405405405405,0.0332444444444444,0.00239032313419568,"x3"
"13",0.0540540540540541,0.0101333333333333,0.00133537502939654,"x1"
"14",0.0540540540540541,0.0581333333333333,0.00311993871418124,"x2"
"15",0.0540540540540541,0.0581333333333333,0.00311993871418124,"x3"
"16",0.0675675675675676,0.0108444444444444,0.00138093961371787,"x1"
"17",0.0675675675675676,0.0899555555555556,0.00381490768387498,"x2"
"18",0.0675675675675676,0.0899555555555556,0.00381490768387498,"x3"
"19",0.0810810810810811,0.0122666666666667,0.00146764788726304,"x1"
"20",0.0810810810810811,0.128355555555556,0.00445980382056989,"x2"
"21",0.0810810810810811,0.128355555555556,0.00445980382056989,"x3"
"22",0.0945945945945946,0.0122666666666667,0.00146764788726304,"x1"
"23",0.0945945945945946,0.160533333333333,0.00489466616221231,"x2"
"24",0.0945945945945946,0.160533333333333,0.00489466616221231,"x3"
"25",0.108108108108108,0.0129777777777778,0.00150904561814433,"x1"
"26",0.108108108108108,0.174755555555556,0.00506343846909543,"x2"
"27",0.108108108108108,0.174755555555556,0.00506343846909543,"x3"
"28",0.121621621621622,0.0158222222222222,0.00166383116163592,"x1"
"29",0.121621621621622,0.174755555555556,0.00506343846909543,"x2"
"30",0.121621621621622,0.174755555555556,0.00506343846909543,"x3"
"31",0.135135135135135,0.0158222222222222,0.00166383116163592,"x1"
"32",0.135135135135135,0.158044444444444,0.00486376896426248,"x2"
"33",0.135135135135135,0.158044444444444,0.00486376896426248,"x3"
"34",0.148648648648649,0.0172444444444444,0.00173574568440563,"x1"
"35",0.148648648648649,0.129244444444444,0.00447293725071502,"x2"
"36",0.148648648648649,0.129244444444444,0.00447293725071502,"x3"
"37",0.162162162162162,0.0186666666666667,0.00180459769464171,"x1"
"38",0.162162162162162,0.0945777777777778,0.00390174483426514,"x2"
"39",0.162162162162162,0.0945777777777778,0.00390174483426514,"x3"
"40",0.175675675675676,0.0222222222222222,0.00196540728317357,"x1"
"41",0.175675675675676,0.0634666666666667,0.00325067237869033,"x2"
"42",0.175675675675676,0.0634666666666667,0.00325067237869033,"x3"
