"","x","prob","var","cond"
"1",0,0.00778550205902783,"x1","none"
"2",0.0204081632653061,0.0111106011780819,"x1","none"
"3",0.0408163265306122,0.0109847743457242,"x1","none"
"4",0.0612244897959184,0.0130186687173858,"x1","none"
"5",0.0816326530612245,0.0106206221467151,"x1","none"
"6",0.102040816326531,0.0140671311154809,"x1","none"
"7",0.122448979591837,0.0173323316795754,"x1","none"
"8",0.142857142857143,0.0133010515098571,"x1","none"
"9",0.163265306122449,0.012819924439161,"x1","none"
"10",0.183673469387755,0.012126377918905,"x1","none"
"11",0.204081632653061,0.0141721876055143,"x1","none"
"12",0.224489795918367,0.0199906405311177,"x1","none"
"13",0.244897959183673,0.017488192032524,"x1","none"
"14",0.26530612244898,0.0187384557964355,"x1","none"
"15",0.285714285714286,0.0134136573262342,"x1","none"
"16",0.306122448979592,0.0163587592069176,"x1","none"
"17",0.326530612244898,0.0161322123209896,"x1","none"
"18",0.346938775510204,0.015793017798123,"x1","none"
"19",0.36734693877551,0.0179482700945515,"x1","none"
"20",0.387755102040816,0.0198608518471615,"x1","none"
"21",0.408163265306122,0.0224628659242603,"x1","none"
"22",0.428571428571429,0.0219831458679088,"x1","none"
"23",0.448979591836735,0.0186834806516703,"x1","none"
"24",0.469387755102041,0.0199559219798199,"x1","none"
"25",0.489795918367347,0.019403299950659,"x1","none"
"26",0.510204081632653,0.0168933969479852,"x1","none"
"27",0.530612244897959,0.019518587892012,"x1","none"
"28",0.551020408163265,0.0194259748865246,"x1","none"
"29",0.571428571428571,0.0223426784444045,"x1","none"
"30",0.591836734693878,0.0174638267244724,"x1","none"
"31",0.612244897959184,0.0180484069222493,"x1","none"
"32",0.63265306122449,0.0187498385219356,"x1","none"
"33",0.653061224489796,0.0204157863968299,"x1","none"
"34",0.673469387755102,0.0204674474175792,"x1","none"
"35",0.693877551020408,0.0244269029433029,"x1","none"
"36",0.714285714285714,0.0217457265758233,"x1","none"
"37",0.73469387755102,0.0185882791931317,"x1","none"
"38",0.755102040816326,0.0167875506348107,"x1","none"
"39",0.775510204081633,0.0213164588323988,"x1","none"
"40",0.795918367346939,0.0157420316865618,"x1","none"
"41",0.816326530612245,0.0204419734992503,"x1","none"
"42",0.836734693877551,0.0172896456261527,"x1","none"
"43",0.857142857142857,0.0186236114595959,"x1","none"
"44",0.877551020408163,0.0165551846913225,"x1","none"
"45",0.897959183673469,0.0167532031980906,"x1","none"
"46",0.918367346938775,0.0219091188298275,"x1","none"
"47",0.938775510204082,0.025636952438706,"x1","none"
"48",0.959183673469388,0.0204206413209266,"x1","none"
"49",0.979591836734694,0.0192902574181985,"x1","none"
"50",1,0.0169496371001124,"x1","none"
"51",0,0.00686013132424186,"x2","none"
"52",0.0204081632653061,0.00708283596820651,"x2","none"
"53",0.0408163265306122,0.00793107474182404,"x2","none"
"54",0.0612244897959184,0.00881205161757977,"x2","none"
"55",0.0816326530612245,0.00859531237896862,"x2","none"
"56",0.102040816326531,0.00831144076993605,"x2","none"
"57",0.122448979591837,0.00752780360732182,"x2","none"
"58",0.142857142857143,0.00666434344987211,"x2","none"
"59",0.163265306122449,0.00569300593855625,"x2","none"
"60",0.183673469387755,0.00458115343098974,"x2","none"
"61",0.204081632653061,0.00382103895182486,"x2","none"
"62",0.224489795918367,0.0031883592265815,"x2","none"
"63",0.244897959183673,0.0027918860387601,"x2","none"
"64",0.26530612244898,0.00263117228223832,"x2","none"
"65",0.285714285714286,0.00255439267605384,"x2","none"
"66",0.306122448979592,0.00290358629874234,"x2","none"
"67",0.326530612244898,0.00340715748347436,"x2","none"
"68",0.346938775510204,0.00440562953145917,"x2","none"
"69",0.36734693877551,0.005760042566217,"x2","none"
"70",0.387755102040816,0.00740402528339776,"x2","none"
"71",0.408163265306122,0.00969435830048056,"x2","none"
"72",0.428571428571429,0.0178944666396618,"x2","none"
"73",0.448979591836735,0.0424370168115672,"x2","none"
"74",0.469387755102041,0.0713966208799565,"x2","none"
"75",0.489795918367347,0.0889806095278483,"x2","none"
"76",0.510204081632653,0.0856742270459514,"x2","none"
"77",0.530612244897959,0.0769716028488629,"x2","none"
"78",0.551020408163265,0.0425698986728467,"x2","none"
"79",0.571428571428571,0.014309975403313,"x2","none"
"80",0.591836734693878,0.00867572820485976,"x2","none"
"81",0.612244897959184,0.0065178826183993,"x2","none"
"82",0.63265306122449,0.00477389495642455,"x2","none"
"83",0.653061224489796,0.00349444261975922,"x2","none"
"84",0.673469387755102,0.00269546670062529,"x2","none"
"85",0.693877551020408,0.0024275606921613,"x2","none"
"86",0.714285714285714,0.002367547158689,"x2","none"
"87",0.73469387755102,0.00259450654031982,"x2","none"
"88",0.755102040816326,0.0028689729682391,"x2","none"
"89",0.775510204081633,0.00335267559730664,"x2","none"
"90",0.795918367346939,0.00414004228419154,"x2","none"
"91",0.816326530612245,0.00539077577176706,"x2","none"
"92",0.836734693877551,0.00957502887284521,"x2","none"
"93",0.857142857142857,0.0317562785808619,"x2","none"
"94",0.877551020408163,0.0531103238856352,"x2","none"
"95",0.897959183673469,0.0620257248111712,"x2","none"
"96",0.918367346938775,0.0573048611200557,"x2","none"
"97",0.938775510204082,0.0316267195031638,"x2","none"
"98",0.959183673469388,0.0161954712087973,"x2","none"
"99",0.979591836734694,0.0085543323930275,"x2","none"
"100",1,0.00618489039855105,"x2","none"
