"x1","x2","x3","f1","f2","order","f1.norm","f2.norm","theta","dist","rad"
0,0,0,0,3.125,0,0,3.125,100,2.125,3.125
0.5,0,0,0.5,1.875,0,0.5,1.875,83.409536468736,1.31940723748934,1.9405218370325
1,0,0,1,1.35723304703363,0,1,1.35723304703363,59.5749627468108,1.14623679598384,1.6858474260621
0,0.5,0,0,2.0625,0,0,2.0625,100,1.0625,2.0625
0.5,0.5,0,0.5,1.0469951994205,0,0.5,1.0469951994205,71.6365112906457,0.597243358234454,1.16025813835093
1,0.5,0,1,0.626359338365493,0,1,0.626359338365493,35.6237285766788,0.607637992784224,1.17996865244703
0,1,0,0,3.125,0,0,3.125,100,2.125,3.125
0.5,1,0,0.5,1.875,0,0.5,1.875,83.409536468736,1.31940723748934,1.9405218370325
1,1,0,1,1.35723304703363,0,1,1.35723304703363,59.5749627468108,1.14623679598384,1.6858474260621
0,0,0.5,0,2.0625,0,0,2.0625,100,1.0625,2.0625
0.5,0,0.5,0.5,1.0469951994205,0,0.5,1.0469951994205,71.6365112906457,0.597243358234454,1.16025813835093
1,0,0.5,1,0.626359338365493,0,1,0.626359338365493,35.6237285766788,0.607637992784224,1.17996865244703
0,0.5,0.5,0,1,0,0,1,100,0,1
0.5,0.5,0.5,0.5,0.292893218813452,0,0.5,0.292893218813452,33.7346593386907,0,0.579470825518338
1,0.5,0.5,1,0,0,1,0,0,0,1
0,1,0.5,0,2.0625,0,0,2.0625,100,1.0625,2.0625
0.5,1,0.5,0.5,1.0469951994205,0,0.5,1.0469951994205,71.6365112906457,0.597243358234454,1.16025813835093
1,1,0.5,1,0.626359338365493,0,1,0.626359338365493,35.6237285766788,0.607637992784224,1.17996865244703
0,0,1,0,3.125,0,0,3.125,100,2.125,3.125
0.5,0,1,0.5,1.875,0,0.5,1.875,83.409536468736,1.31940723748934,1.9405218370325
1,0,1,1,1.35723304703363,0,1,1.35723304703363,59.5749627468108,1.14623679598384,1.6858474260621
0,0.5,1,0,2.0625,0,0,2.0625,100,1.0625,2.0625
0.5,0.5,1,0.5,1.0469951994205,0,0.5,1.0469951994205,71.6365112906457,0.597243358234454,1.16025813835093
1,0.5,1,1,0.626359338365493,0,1,0.626359338365493,35.6237285766788,0.607637992784224,1.17996865244703
0,1,1,0,3.125,0,0,3.125,100,2.125,3.125
0.5,1,1,0.5,1.875,0,0.5,1.875,83.409536468736,1.31940723748934,1.9405218370325
1,1,1,1,1.35723304703363,0,1,1.35723304703363,59.5749627468108,1.14623679598384,1.6858474260621
0.40969825128559,0.164335015462711,0.476069524884224,0.40969825128559,0.765571695997946,0,0.40969825128559,0.765571695997946,68.7182094642938,0.311563973360256,0.868304485085527
0.390165025019087,0.112666861503385,0.412813109927811,0.390165025019087,1.00751799031326,0,0.390165025019087,1.00751799031326,76.4788036832434,0.498670503413922,1.08042641931462
0.0370358272921294,0.371953211491928,0.437790108961053,0.0370358272921294,2.54600891024555,0,0.0370358272921294,2.54600891024555,99.0739986412898,1.65352954649622,2.54627826907291
0.270009509986266,0.131326394155622,0.552322085015476,0.270009509986266,0.841921354079954,0,0.270009509986266,0.841921354079954,80.2429168810371,0.28309323237797,0.884158753809997
0.186730433721095,0.214049232541583,0.762351349345408,0.186730433721095,2.97013736346394,0,0.186730433721095,2.97013736346394,96.0028772860261,2.19369804279597,2.97600137982532
0.411709728883579,0.433178046368994,0.696989975869656,0.411709728883579,2.30937975020179,0,0.411709728883579,2.30937975020179,88.7685188004163,1.67395605158475,2.34579191990668
0.168097102083266,0.767648353241384,0.0149159178836271,0.168097102083266,2.58285757533391,0,0.168097102083266,2.58285757533391,95.8625968502758,1.80966540551257,2.58832182894411
0.197853386751376,0.725151149672456,0.112645172863267,0.197853386751376,2.223309314781,0,0.197853386751376,2.223309314781,94.3495738621246,1.48409933826563,2.2320954889612
0.483815717860125,0.832168726716191,0.00939886213745922,0.483815717860125,1.36638235169274,0,0.483815717860125,1.36638235169274,78.3352232681623,0.857667639482542,1.44950970326724
0.476263703079894,0.539758798666298,0.6372211080743,0.476263703079894,1.60223157296665,0,0.476263703079894,1.60223157296665,81.606007146258,1.06251095308655,1.67151821057461
0.448683131486177,0.544671300682239,0.610531567246653,0.448683131486177,1.36580321957472,0,0.448683131486177,1.36580321957472,79.7933478112622,0.838796788345459,1.43761433878524
0.0292815566062927,0.811072646407411,0.608418245683424,0.0292815566062927,2.69023556778641,0,0.0292815566062927,2.69023556778641,99.3071059636462,1.76199344010357,2.6903949189181
0.821786565124057,0.088709153002128,0.388009351678193,0.821786565124057,0.889061293570127,0,0.821786565124057,0.889061293570127,52.5020558078586,0.672056196897967,1.21068705384298
0.878082068287767,0.331711812876165,0.359437593258917,0.878082068287767,2.50082795938178,0,0.878082068287767,2.50082795938178,78.5033132293012,2.0578813819246,2.65050346181139
0.595275970641524,0.461138823186047,0.343664162908681,0.595275970641524,1.63332813415356,0,0.595275970641524,1.63332813415356,77.7504839649814,1.15041980482428,1.73842292755266
0.591002288507298,0.267507996060885,0.530013516545296,0.591002288507298,1.6648669952089,0,0.591002288507298,1.6648669952089,78.2843520808843,1.17504663280115,1.76665384746327
0.650254347361624,0.316716035129502,0.738321528653614,0.650254347361624,3.04354710271352,0,0.650254347361624,3.04354710271352,86.6000699420719,2.46512944159718,3.11223547995626
0.641837006318383,0.00389486947096884,0.771977273048833,0.641837006318383,1.95800026003972,0,0.641837006318383,1.95800026003972,79.8341519642155,1.4614947836709,2.06051444086067
0.505995184415951,0.931582173099741,0.410464380634949,0.505995184415951,0.998129484640972,0,0.505995184415951,0.998129484640972,70.1306335270464,0.560980064208447,1.11905924542081
0.55467367079109,0.973693127511069,0.438893559505232,0.55467367079109,1.00724054854891,0,0.55467367079109,1.00724054854891,67.9544677097382,0.594005673651765,1.14986799403669
0.865863875136711,0.624511779984459,0.331640710472129,0.865863875136711,2.34373994285294,0,0.865863875136711,2.34373994285294,77.4710142777898,1.91196839669564,2.49856702331378
0.956889430177398,0.756516899797134,0.999222299666144,0.956889430177398,1.81665606455818,0,0.956889430177398,1.81665606455818,69.1364713924962,1.49616298581976,2.05326000264975
0.535516181960702,0.817132452037185,0.658051365055144,0.535516181960702,2.17616542477009,0,0.535516181960702,2.17616542477009,84.6391161479184,1.61062969944488,2.24108757907998
0.843870691605844,0.507960719056427,0.768913493375294,0.843870691605844,1.04400390296809,0,0.843870691605844,1.04400390296809,56.7236815353527,0.804310109496477,1.34240898893144
0.219387434517766,0.506571516387339,0.502582485804506,0.219387434517766,0.536330014408826,1,0.219387434517766,0.536330014408826,75.280926641813,0.00326626309776512,0.579465901309178
0.715407953423127,0.513134759791818,0.506691567100465,0.715407953423127,0.169712588799148,2,0.715407953423127,0.169712588799148,14.8281085687064,0.0171868682207098,0.735262471922766
0.0927163624244356,0.517169939771176,0.496757944607809,0.0927163624244356,0.727369390972813,3,0.0927163624244356,0.727369390972813,91.9286583630907,0.0251400177191254,0.733254767993622
0.326000489595905,0.517614463143494,0.491354859934782,0.326000489595905,0.463014808080376,4,0.326000489595905,0.463014808080376,60.9458946725962,0.0254081848680098,0.566267632589465
0.018012706645476,0.524494263500137,0.512532873342896,0.018012706645476,0.95232564510899,5,0.018012706645476,0.95232564510899,98.7960128906976,0.0740375643257274,0.952495980008813
1,0.49364936850109,0.527566466145504,1,0.0498658518884985,6,1,0.0498658518884985,3.1719313573605,0.0883776839043585,1.00124252965231
0.804479033749362,0.495888029965769,0.502494846382732,0.804479033749362,0.104650108133337,7,0.804479033749362,0.104650108133337,8.23518108058594,0,0.811257148427443
0.390807736429169,0.505979206796891,0.503032751031283,0.390807736429169,0.378673567128964,8,0.390807736429169,0.378673567128964,48.9961793946455,0,0.544173094975362
0.598662054530756,0.50257037008281,0.505321513199219,0.598662054530756,0.228915120475905,9,0.598662054530756,0.228915120475905,23.2508308973833,0,0.640935556758621
1,0.508298312945505,0.509187310811377,1,0.00950281351634035,10,1,0.00950281351634035,0.604949688516616,0.0182735212363438,1.00004515071307
0.149859251238364,0.510658843806552,0.493714553191569,0.149859251238364,0.628135626285628,11,0.149859251238364,0.628135626285628,85.0903739758124,0.0117471562610219,0.645764787047855
0.0431549305499561,0.517550990725471,0.493803283250959,0.0431549305499561,0.830468126999683,12,0.0431549305499561,0.830468126999683,96.6948047380133,0.0314036812332296,0.831588635079348
0.894244185994584,0.501291441666948,0.503788929531468,0.894244185994584,0.0553995990089329,13,0.894244185994584,0.0553995990089329,3.93890891882294,0,0.895958581495521
0.267622845511095,0.507237887029705,0.498826962838903,0.267622845511095,0.487601987299044,14,0.267622845511095,0.487601987299044,68.0439922006455,0,0.556217300573645
0.44312432374196,0.501240803043443,0.506395091899959,0.44312432374196,0.337823564820975,15,0.44312432374196,0.337823564820975,41.4674645608129,0.00285527864105306,0.557210846305167
0.655567151731641,0.502712774633873,0.500362599801591,0.655567151731641,0.190880107659398,16,0.655567151731641,0.190880107659398,18.0376268320735,0,0.682790967961352
0.744036528818014,0.502470695210586,0.501236268077442,0.744036528818014,0.137961128865911,17,0.744036528818014,0.137961128865911,11.6718043542639,0,0.756718989647753
0.00650519699055173,0.520526911254552,0.488155491917765,0.00650519699055173,0.985543759825069,18,0.00650519699055173,0.985543759825069,99.579797767054,0,0.985565228748468
0.0605138070812209,0.510266798758971,0.502509369885609,0.0605138070812209,0.766095878693783,19,0.0605138070812209,0.766095878693783,94.9817688631212,0,0.768482150865629
0.342754079111319,0.507058870725166,0.496917897042026,0.342754079111319,0.419734424299851,20,0.342754079111319,0.419734424299851,56.4055672725173,0.00390318459901673,0.541901601482941
0.541375547877639,0.506728810741719,0.500186862893177,0.541375547877639,0.267758042506776,21,0.541375547877639,0.267758042506776,29.2405146246619,0.00308436590909822,0.603971732092549
0.944836980054787,0.498570788999342,0.504540024130034,0.944836980054787,0.0294125813569237,22,0.944836980054787,0.0294125813569237,1.98114450446854,0.00262974510657688,0.945294673010024
