"","x","prob","psd","var","cat"
"1",0,0.000177777777777778,0.000177761974606248,"x1","tru"
"2",0,0.124444444444444,0.00440117205988199,"x2","tru"
"3",0,0.124444444444444,0.00440117205988199,"x3","tru"
"4",0.0135135135135135,0.00106666666666667,0.000435232533279271,"x1","tru"
"5",0.0135135135135135,0.116088888888889,0.00427108643509785,"x2","tru"
"6",0.0135135135135135,0.116088888888889,0.00427108643509785,"x3","tru"
"7",0.027027027027027,0.00106666666666667,0.000435232533279271,"x1","tru"
"8",0.027027027027027,0.107377777777778,0.00412790591230596,"x2","tru"
"9",0.027027027027027,0.107377777777778,0.00412790591230596,"x3","tru"
"10",0.0405405405405405,0.00177777777777778,0.000561682754895302,"x1","tru"
"11",0.0405405405405405,0.0981333333333333,0.00396659792035044,"x2","tru"
"12",0.0405405405405405,0.0981333333333333,0.00396659792035044,"x3","tru"
"13",0.0540540540540541,0.00266666666666667,0.000687611719317821,"x1","tru"
"14",0.0540540540540541,0.0887111111111111,0.00379101745068332,"x2","tru"
"15",0.0540540540540541,0.0887111111111111,0.00379101745068332,"x3","tru"
"16",0.0675675675675676,0.00266666666666667,0.000687611719317821,"x1","tru"
"17",0.0675675675675676,0.0789333333333333,0.0035951291053244,"x2","tru"
"18",0.0675675675675676,0.0789333333333333,0.0035951291053244,"x3","tru"
"19",0.0810810810810811,0.00373333333333333,0.000813157965307608,"x1","tru"
"20",0.0810810810810811,0.0691555555555556,0.00338291300354809,"x2","tru"
"21",0.0810810810810811,0.0691555555555556,0.00338291300354809,"x3","tru"
"22",0.0945945945945946,0.00373333333333333,0.000813157965307608,"x1","tru"
"23",0.0945945945945946,0.0592,0.00314664858751868,"x2","tru"
"24",0.0945945945945946,0.0592,0.00314664858751868,"x3","tru"
"25",0.108108108108108,0.00497777777777778,0.000938367329749836,"x1","tru"
"26",0.108108108108108,0.0490666666666667,0.0028800965690257,"x2","tru"
"27",0.108108108108108,0.0490666666666667,0.0028800965690257,"x3","tru"
"28",0.121621621621622,0.00497777777777778,0.000938367329749836,"x1","tru"
"29",0.121621621621622,0.0389333333333333,0.00257914814149992,"x2","tru"
"30",0.121621621621622,0.0389333333333333,0.00257914814149992,"x3","tru"
"31",0.135135135135135,0.0064,0.00106324785445351,"x1","tru"
"32",0.135135135135135,0.0293333333333333,0.00224985486500357,"x2","tru"
"33",0.135135135135135,0.0293333333333333,0.00224985486500357,"x3","tru"
"34",0.148648648648649,0.0064,0.00106324785445351,"x1","tru"
"35",0.148648648648649,0.0204444444444444,0.00188686543762353,"x2","tru"
"36",0.148648648648649,0.0204444444444444,0.00188686543762353,"x3","tru"
"37",0.162162162162162,0.0064,0.00106324785445351,"x1","tru"
"38",0.162162162162162,0.0126222222222222,0.0014884982277238,"x2","tru"
"39",0.162162162162162,0.0126222222222222,0.0014884982277238,"x3","tru"
"40",0.175675675675676,0.008,0.00118778973073707,"x1","tru"
"41",0.175675675675676,0.00622222222222222,0.00104847030777346,"x2","tru"
"42",0.175675675675676,0.00622222222222222,0.00104847030777346,"x3","tru"
"43",0.189189189189189,0.008,0.00118778973073707,"x1","tru"
"44",0.189189189189189,0.0016,0.00053290649586333,"x2","tru"
"45",0.189189189189189,0.0016,0.00053290649586333,"x3","tru"
"46",0.202702702702703,0.008,0.00118778973073707,"x1","tru"
"47",0.202702702702703,0,0,"x2","tru"
"48",0.202702702702703,0,0,"x3","tru"
"49",0.216216216216216,0.00977777777777778,0.00131197376935203,"x1","tru"
"50",0.216216216216216,0,0,"x2","tru"
"51",0.216216216216216,0,0,"x3","tru"
"52",0.22972972972973,0.00977777777777778,0.00131197376935203,"x1","tru"
"53",0.22972972972973,0,0,"x2","tru"
"54",0.22972972972973,0,0,"x3","tru"
"55",0.243243243243243,0.00977777777777778,0.00131197376935203,"x1","tru"
"56",0.243243243243243,0,0,"x2","tru"
"57",0.243243243243243,0,0,"x3","tru"
"58",0.256756756756757,0.0117333333333333,0.0014357754217594,"x1","tru"
"59",0.256756756756757,0,0,"x2","tru"
"60",0.256756756756757,0,0,"x3","tru"
"61",0.27027027027027,0.0117333333333333,0.0014357754217594,"x1","tru"
"62",0.27027027027027,0,0,"x2","tru"
"63",0.27027027027027,0,0,"x3","tru"
"64",0.283783783783784,0.0117333333333333,0.0014357754217594,"x1","tru"
"65",0.283783783783784,0,0,"x2","tru"
"66",0.283783783783784,0,0,"x3","tru"
"67",0.297297297297297,0.0117333333333333,0.0014357754217594,"x1","tru"
"68",0.297297297297297,0,0,"x2","tru"
"69",0.297297297297297,0,0,"x3","tru"
"70",0.310810810810811,0.0138666666666667,0.00155916685571193,"x1","tru"
"71",0.310810810810811,0,0,"x2","tru"
"72",0.310810810810811,0,0,"x3","tru"
"73",0.324324324324324,0.0138666666666667,0.00155916685571193,"x1","tru"
"74",0.324324324324324,0,0,"x2","tru"
"75",0.324324324324324,0,0,"x3","tru"
"76",0.337837837837838,0.0138666666666667,0.00155916685571193,"x1","tru"
"77",0.337837837837838,0,0,"x2","tru"
"78",0.337837837837838,0,0,"x3","tru"
"79",0.351351351351351,0.0138666666666667,0.00155916685571193,"x1","tru"
"80",0.351351351351351,0,0,"x2","tru"
"81",0.351351351351351,0,0,"x3","tru"
"82",0.364864864864865,0.0138666666666667,0.00155916685571193,"x1","tru"
"83",0.364864864864865,0,0,"x2","tru"
"84",0.364864864864865,0,0,"x3","tru"
"85",0.378378378378378,0.0161777777777778,0.00168211809779354,"x1","tru"
"86",0.378378378378378,0,0,"x2","tru"
"87",0.378378378378378,0,0,"x3","tru"
"88",0.391891891891892,0.0161777777777778,0.00168211809779354,"x1","tru"
"89",0.391891891891892,0,0,"x2","tru"
"90",0.391891891891892,0,0,"x3","tru"
"91",0.405405405405405,0.0161777777777778,0.00168211809779354,"x1","tru"
"92",0.405405405405405,0,0,"x2","tru"
"93",0.405405405405405,0,0,"x3","tru"
"94",0.418918918918919,0.0161777777777778,0.00168211809779354,"x1","tru"
"95",0.418918918918919,0,0,"x2","tru"
